吴积嵩,https://weibo.com/6574051190/IsQ7D4ePT?ref=home&rid=0_0_8_3071525907346293503_0_1_0,"#我的第一条微博# 我们在一起,打赢这一仗疫情阻击战"
吴积嵩,https://weibo.com/6574051190/IsQ5B8heV?ref=home&rid=1_0_8_3071525907346293503_0_1_0,#我的第一条微博# 没有迈步过去的冬天，没有等不来的春天，武汉加油，中国加油。
