5-10年,硕士及以上,"工作职责：
1、 参与海量数据预处理、分析及其加速
2、 探索、开发并维护数据基础设施，提供各种高效数据访问和处理工具
3、 优化并行计算模型，利用经典的机器学习模型快速提取数据特征
4、 基于数据特性，设计新的机器学习模型，并使设计的模型输出可解释性的结果


任职资格：
1、 全日制硕士及以上学历
2、熟悉大规模数据处理的技术，了解分布式计算环境的基本原理
3、 熟悉服务器各种基本操作，包括服务器的资源分配与管理
4、 有快速编程能力（Python, Scala和C++等）
5、 熟练掌握传统机器学习模型（KMeans, GMM和SVM等）的基本原理及其实现
6、 有深度学习模型开发经验
7、 熟悉Hadoop生态圈，以及Hbase、Spark等开发者优先考虑",深圳,深圳云天励飞技术有限公司,今天 09:42,大数据分析工程师,35k-55k
3-5年,硕士及以上,"（1）大数据项目协同：以提升产品和服务体验为目的，从用户的角度提出大数据项目需求，并推动需求落地。
（2）大数据分析：美的地动仪、观星台、企划通、美云销、服务号等现有平台、天猫、京东等电商平台，数据分析。
（3）调研数据整合分析：将现有的定性、定量调研的产品、用户数据进行整合分析。
（4）资料分析：搜集和购买情报，并对数据进行分析。
（5）数据库的搭建与维护： 已有数据库的优化，新数据库的搭建。
（6）管理工作：负责小组工作的规划、项目管理，人才的招聘和培养，知识体系的搭建与沉淀。协助事业部中长期技术规划工作的开展。

（1）从事数据分析工作3年以上，计算机、数据挖掘、信息管理、统计学等专业背景优先。
（2）熟悉关系数据库技术和大数据工具，如SQL、Spark、Map Reduce、Hadoop等，至少熟悉一种BI工具，能熟练使用至少一种数据分析工具，如SAS、SPSS、R、Python等
（3）有较好的文字功底，表达和表现能力强，善于提炼，并生动的呈现研究结论。
（4）能独立沟通项目需求，并开展项目。
（5）英语阅读和口语较好，能在其他人的协助下开展海外研究项目。
硕士，稳定性",佛山,拉勾猎头,2020-02-03,大数据分析,15k-30k
5-10年,本科及以上,"工作职责：
1.全面参与美团大数据分析平台的架构设计和相关项目的研发工作；
2.通过系统建设，降低业务分析数据的门槛，影响和提升业务对数据价值挖掘的能力和效率；
3.能够深入理解业务，进行重点难点技术攻关工作，将技术实现与业务场景联系起来，快速解决业务需求问题；
4.确保系统的架构质量，并能识别风险，保障系统的可用性；
5.具备应急的技术处理能力；
6.不断探索技术新领域，推动技术能力的沉淀和技术氛围的建设。

【专业要求】
 本科或 以上学历，计算机或相关专业；
【编码基础和项目实践能力】
1. 有扎实的Java语言基础、软件工程基本功和强悍的编码能力；
2. 熟练掌握数据结构与算法，了解常用的开发框架（比如Spring、MyBatis），重视代码质量和代码风格，熟悉常用的版本控制工具（如Git）；
3. 2年以上大型分布式计算平台相关的经验。有一定的高并发、分布式、缓存实践经验。对稳定性、性能、扩展性有自己的理解和实践经验优先；
4. 3年以上软件工程管理经验。熟悉软件项目管理、敏捷管理方法论，在中大型项目中有所实践；
5. 熟练掌握关系数据库、NoSQL、内存数据库，熟悉SQL语言并有实际开发经验。

【大数据方向专业能力】
1.对数据敏感，熟悉数据仓库和数据集市概念，具有ETL设计与开发、数据建模、数据质量保障、元数据管理、指标体系建设等项目实践经验优先；
2.具有一定大数据平台设计、架构和研发经验，熟悉大数据至少2种相关系统，包括Hadoop、HBase、ZooKeeper、Spark、Hive、Kafka、Storm、Flink、ElasticSearch、Druid、Doris 等，深入了解内部架构和技术细节，具有研发和定制优化能力者优先；
3.有从0到1设计并实现PaaS化组件的能力者优先。

【通用能力和发展潜力】
1.优秀的团队合作能力和沟通能力。抗压力强，有责任心，心态开放，思路清晰；
2.技术视野开阔，有强烈的上进心和求知欲，对技术有不懈的追求，喜欢研究开源代码者优先。",北京,北京三快在线科技有限公司,今天 10:04,大数据分析平台研发工程师,35k-60k
3-5年,本科及以上,"1、参与数据分析与挖掘系统的需求分析，方案设计、系统研发和业务挖掘工作2、参与图像大数据挖掘项目的开发
任职资格：1、熟悉Java平台IO、多线程、网络等基础知识和相关框架2、熟悉Linux基础知识和常用命令，能较强的分析和解决问题能力3、熟悉HDFS、Hbase、Hive等大数据存储技术工具，原理和应用4、熟悉Yarn/Mesos、MapReduce/Spark，Kylin等大数据分析技术的一种或多种5、熟悉数据集成和大规模数据转换技术和工具，如Kettle，Sqoop，Flume等6、熟悉数据采集工程（爬虫）工作原理，能编写和部署大规模爬虫系统",深圳,深圳云天励飞技术有限公司,今天 09:42,大数据分析与挖掘工程师,17k-28k
3-5年,本科及以上,"岗位职责：
1.根据业务需求，从海量数据中，提取挖掘有效特征;
2.结合客户数据，使用内外部特征，训练出有效模型，优化客户的运营效果；
岗位要求：
1.计算机、统计或数学相关专业，2年及以上大数据挖掘项目经验；
2.熟悉分类、聚类、回归等常见机器学习算法及其原理；
3.熟练使用SQL查询、有一定的SQL代码调优能力；
4.熟悉Linux操作，至少掌握一种开发语言Python，Scala，Java；
5.对Hadoop、Spark等大规模数据存储与运算平台有实践经验；
6.熟悉Keras、Pytorch、TensorFlow等深度学习框架，有实际应用经验；
7.有强烈的责任心和团队合作精神，思路清晰、较好的沟通能力与技术学习能力。",杭州,浙江每日互动网络科技股份有限公司,今天 17:38,数据建模工程师,15k-30k
5-10年,本科及以上,"成功的候选人将承担技术职责，包括：

·设计和准备测试环境，包括Hadoop平台及其上构建的应用程序/工具的设置和部署。
·设计/定义测试用例，以确保测试范围和产品质量
·基于框架的测试自动化脚本开发
·负责来自带有不同模块的端到端集成测试和故障排除
·测试用例执行，发布错误以及后续修订验证
·与设计团队和跨团队一起进行故障排除并找到根本原因。
·提出改进和优化想法并跟进

 



·本科以上学历
·5年以上集成和测试人员领域的工作经验，2年以上与大数据生态系统相关的项目的工作经验，例如Hadoop，Hive，HBase，Spark，Kafka；
·2年以上测试自动化框架（如机器人框架等）的工作经验。
·具有Linux Shell脚本，Jenkins等方面的经验，可以启用TA脚本开发功能
·大数据产品容量和性能测试的经验
·具有RDBMS（MySQL，PostgresSQL等）和NoSQL（HBase，MongoDB，Redis等）的经验者优先。
·有Elasticsearch经验者优先
·良好的沟通和愿意与公司合作
·流利的英语说/写能力，并能与外部团队交流英语
·井井有条，有系统思考
·有上进心和团队合作精神
·根据项目需求需要旅行，例如在客户现场的SIT / UAT阶段等。",广州,武汉佰钧成技术有限责任公司,今天 14:46,高级集成和测试自动化测试(大数据分析),17k-23k
不限,学历不限,"1.负责公司大数据平台的产品规划与设计工作（包括但不限于数据采集，治理、分析挖掘、数据应用等），收集用户/客户需求、进行市场和竞争分析、制定产品规划、设计产品功能、推进产品落地及迭代计划；
2.与业务部门保持良好沟通，收集、分析大数据平台产品的用户反馈，把握业务需求与技术需求的平衡，促进大数据产品的良性迭代；
3.深入了解车联网的应用场景及相关业务特点，对车辆产生的海量数据进行数据应用方向研究，设计数据分析挖掘方法；
4.负责数据仓库和业务数据集市设计，数据标准定义，组织部门间对数据口径达成一致；负责仓库验收，数据字典建设与维护；
5.研究数据挖掘模型，参与数据挖掘模型的构建、指标定义以及相关文档编写；。

岗位要求：
1. 大学本科以上学历，计算机、信息、数学、统计等相关专业本科及以上学历，3年及以上相关工作经历，车联网行业背景优先；
2. 熟悉大数据领域生态环境，了解hadoop相关技术，熟悉数据采集、数据加工、数据消费、数据应用等；
3、具有良好的数据敏感度，熟练掌握SQL 语言或其他数据分析软件，能理解业界常用的预测模型、统计模型和数据挖掘算法的基本原理;
5. 对新技术有持续的热情，对车联网、AI行业有强烈兴趣和好奇心，对数据驱动业务有深入理解，有较强的逻辑分析能力和独立思考能力；
6. 适应创业公司氛围，良好的表达沟通和协作能力，自驱力强，对工作有责任感，能够在压力下工作，高效快速地应对变化。",北京,浙江亿咖通科技有限公司,今天 09:06,数据平台产品经理（大数据分析挖掘方向),20k-40k
3-5年,本科及以上,职责描述：1、负责线上获客运营策略，从数据分析角度提高获客增长，提升运营效率，对各类活动中发现的问题进行跟踪，定位并提出优化建议；2、负责日常监控体系建设，对核心数据/关键指标监控，对于每日/每周/每月的波动能快速定位到原因；3、负责活动复盘，深入挖掘运营活动的效果，对客户数量/质量/画像/匹配进行分析；4、负责建立数据洞察体系，定期对行业、商户进行针对性的数据研究并形成分析报告，实现数据商业化；任职要求：1、本科以上学历，两年及以上大数据相关工作经验，有完整的大数据分析项目经验；2、熟练使用sql，hive等技术，了解hadoop工作原理；3、熟练使用linux操作系统，精通shell/python编程；4、熟练掌握数据分析工具（R、python、excel等），掌握常见的聚类、分类、神经网络等数据分析算法，能够独立产出数据报告，熟悉数据采集到报表展示的全流程；5、有一定的业务数据敏感度，较强的数据分析能力、逻辑思维能力，以及分析问题、解决问题的能力；6、强的沟通能力和团队合作能力，勇于承担工作压力7、有金融行业尤其银行业工作经验者优先,北京,河北幸福消费金融股份有限公司,今天 16:38,数据分析师,15k-28k
3-5年,本科及以上,"岗位职责：
1、通过分析用户数据，发现产品潜在的增长机会；
2、对核心业务数据指标进行日常监测分析，包含但不限于业务过程和项目运营指标（日、周、月报分析维度与框架）、业务结果指标；
3、快速响应业务需求，从头到尾主导业务层面的数据分析，并给出实用的业务结论和改善建议

任职要求：
1、3年以上工作经验 ， 统计学、应用数学、计算机等相关专业，本科及以上学历；
2、能熟练使用SQL读取数据（能够使用Python、R等工具提升数据获取效率加分）；
3、具备较强的沟通能力，能够清晰解释数据结论和业务建议 ；
4、能够独立完成业务方面数据分析需求，给出实用的业务结论和改善建议；
5、能够快速完成上级布置的任务；
6、对业务有深刻理解，能够主动提出有价值的业务需求，对需求进行重点识别和共性提炼；
7、具有团队协助精神，能够带领和培养部分BI成员；",北京,光合新知（北京）科技有限公司,今天 15:06,数据分析师,20k-30k
3-5年,本科及以上,"岗位职责：
1、基于会员增长、等级和权益等成长体系，完善会员营销数据体系，挖掘用户需求，逐步提升会员营销工具的核心能力；
2、获取不用来源的用户和业务数据，对业务链路进行分析、监控，并将这些数据结合起来分析用户行为，确保业务的设计严密并且统计有效；
3、跟踪/评估新产品和新项目的实施，促进用户触达和各环节转化率，带来增长效果；
4、通过沉淀数据产品，满足部门日常数据需求。
任职资格：
1、3年以上数据分析/挖掘相关工作经验；
2、对数字敏感，具备较强的分析总结能力和数据呈现能力；
3、精通SQL，熟悉R/Python语言优先；
4、有数据化运营、数据类产品规划等相关经验优先，精通PPT数据体系展现加分；
5、有用户增长，流量运营，电商，o2o 其中的一种运营经验，对业务敏感，能通过数据的变化发现业务的原因并挖掘机会和风险点。",深圳,美的集团电子商务有限公司,今天 15:32,数据分析师-会员,15k-30k
1-3年,本科及以上,"岗位职责：
1、深入理解公司业务需求，建立用户全生命周期的风险评级体系；
2、从策略优化的角度，设计模型的使用策略并不断迭代优化；
3、协调研发各相关部门，推动模型的上线、投产，并做好模型的追踪、评估等工作；
4、与前端产品团队合作，从风控角度进行产品的开发设计；

岗位要求：
1、本科或以上学历，金融、数学、计算机、运筹学、统计类相关专业毕业，硕士优先；
2、熟悉基本的数据挖掘模型，如回归、决策树、聚类、GBDT等算法模型；
3、2年以上数据挖掘工作经验，有消费信贷评分卡开发经验或机器学习模型开发经验优先；
4、会使用python\sas\R中至少一种编程语言做数据分析和建模，熟悉MySQL、Oracle等数据库及hive sql；
5、工作积极主动，抗压能力强；能够熟练阅读英文专业资料优先；

因为暂时远程办公，先安排电话面试！",深圳,深圳市众智辰科技有限公司,今天 13:39,数据建模岗,20k-25k
1-3年,大专及以上,"岗位职责：
1. 负责日常报表的制作，并分发相关部门。
2. 负责大促前预热数据及大促间销售分析。
3. 负责自动化报表的跟进，提升工作效率。
4. 负责预算拆解，将公司预算拆至平台。
5. 负责从情报通，生意参谋等软件取相关数据。
6. 严格执行上级领导的指示。

任职要求：
1. 大专及以上学历，统计学，电子商务，市场营销等专业
2. 2年以上商品数据分析经验。
3. 熟悉电商相关业务逻辑，对数据敏感，对零售数据流程熟悉，沟通表达好。
4. 性格乐观，心里素质好，具有一定抗压能力",深圳,深圳全棉时代科技有限公司,今天 16:10,商品数据分析专员,6k-10k
3-5年,本科及以上,"职位职责：
1、设计搭建经营分析报表，定期输出月度、周、日报告，支持游戏业务管理层决策；
2、针对专题问题进行数据分析,输出业务数据洞察，提出经营优化建议；
3、规划设计游戏经营数据分析体系，推动相关的数据产品和系统工具建设。
职位要求：
1、本科及以上学历，5年及以上数据分析相关的工作经验；
2、精通数据分析相关工具,包括但不限于SQL, Python/R, Tableau等；
3、热爱游戏，玩过多种类型的手机游戏，对数据有直觉；
4、优秀的沟通能力，能够把数据洞察“翻译”为业务语言；
5、有咨询公司/大型互联网和科技公司数据产品项目管理经验优先。",北京,北京字节跳动科技有限公司,今天 15:50,游戏经营分析-数据分析专家,20k-40k
3-5年,本科及以上,"岗位职责：
1、负责预定资产部数据统计分析挖掘、发现问题以提供策略建议，并配合策划并落实精准营销方案；
2、理解业务的方向和战略，产出有效的数据模型，形成分析报告，提供数据支持；
3、规划数据分析应用项目，开展并推动项目应用和发展；
4、派驻或对口支持业务部门提供数据分析服务，与业务部门合作开展业务专题分析；
5、搭建全面的、准确的、反映业务特征的业务数据指标体系，及时发现与定位业务问题。

任职要求：
1、三年以上互联网行业数据分析、挖掘与建模经验；
2、本科及以上学历，数据统计、市场营销专业优先；
3、良好的内外部沟通协调能力，善于团队协作，做事主动积极；
4、对数据敏感、逻辑思维能力强，有清晰的思路和数据建模方法论；
5、精通SQL数据查询语言，Python进行数据分析和模型开发；
6、掌握多种机器学习算法，并具备良好的模型调优能力。",北京,北京桔子分期电子商务有限公司,今天 14:41,资产数据分析师,16k-18k
3-5年,本科及以上,"岗位职责：
1、根据业务目标需要，开发用户响应、流失预警等营销模型，和运营业务团队一起运用模型完善业务经营策略和营销方案。
2、建立和完善业务运营指标数据，跟踪预测客群走势。支持信贷业务数据库报表规划管理与业务数据探查分析。
3、分析评估公司内外数据和变量，提出数据引入、使用方面的策略。

任职资格：
1、大学本科（含）以上学历，数理、金融、计算机等专业毕业
2、具有较强的数据分析能力和逻辑思维能力，具有一定的模型经验
3、熟练处理各种数据,熟练运用SQL，
4、精通SAS/R/Python等至少一种数据处理分析语言
5、熟练应用办公软件Excel、Word、PowerPoint等
6、具有3年以上银行、消费金融公司、小贷公司运营、风险管理等相关工作经验",上海,上海数禾信息科技有限公司,今天 13:36,数据建模（营销方向）,20k-30k
